"key","fare_amount"
"2015-01-27 13:08:24.0000002",10.4078493118286
"2015-01-27 13:08:24.0000003",10.7650270462036
"2011-10-08 11:53:44.0000002",5.09546852111816
"2012-12-01 21:12:12.0000002",8.53294372558594
"2012-12-01 21:12:12.0000003",14.5137243270874
"2012-12-01 21:12:12.0000005",10.4923515319824
"2011-10-06 12:10:20.0000001",5.71959352493286
"2011-10-06 12:10:20.0000003",61.5251884460449
"2011-10-06 12:10:20.0000002",12.1070652008057
"2014-02-18 15:22:20.0000002",6.83050775527954
"2014-02-18 15:22:20.0000003",10.625171661377
"2014-02-18 15:22:20.0000001",16.0140972137451
"2010-03-29 20:20:32.0000002",4.07886791229248
"2010-03-29 20:20:32.0000001",6.63265419006348
"2011-10-06 03:59:12.0000002",8.2061014175415
"2011-10-06 03:59:12.0000001",11.5297374725342
"2012-07-15 16:45:04.0000006",4.01921606063843
"2012-07-15 16:45:04.0000002",8.37794971466064
"2012-07-15 16:45:04.0000003",5.1848726272583
"2012-07-15 16:45:04.0000004",4.50099945068359
"2014-10-29 02:09:56.0000001",11.1066875457764
"2014-06-14 13:39:00.00000010",9.0446081161499
"2014-06-14 13:39:00.00000060",7.50715398788452
"2014-06-14 13:39:00.00000087",9.17226505279541
"2014-06-14 13:39:00.00000050",19.3065299987793
"2014-06-14 13:39:00.0000003",7.25208759307861
"2014-06-14 13:39:00.000000158",47.1641807556152
"2014-06-14 13:39:00.00000015",26.622278213501
"2014-06-14 13:39:00.00000073",6.95073270797729
"2014-06-14 13:39:00.00000077",17.5977592468262
"2014-06-14 13:39:00.000000145",10.24693775177
"2014-06-14 13:39:00.00000079",6.90311241149902
"2014-06-14 13:39:00.000000121",6.06912660598755
"2014-06-14 13:39:00.00000021",11.3668661117554
"2014-06-14 13:39:00.0000005",9.36446666717529
"2014-06-14 13:39:00.000000165",8.07255744934082
"2014-06-14 13:39:00.000000184",7.04045915603638
"2014-06-14 13:39:00.00000059",6.40375471115112
"2014-06-14 13:39:00.00000070",8.16244125366211
"2014-06-14 13:39:00.00000068",4.8353476524353
"2014-06-14 13:39:00.000000133",21.2405490875244
"2014-06-14 13:39:00.000000128",11.3242473602295
"2014-06-14 13:39:00.000000136",19.7805690765381
"2014-06-14 13:39:00.00000017",10.7188711166382
"2014-06-14 13:39:00.000000111",5.57978343963623
"2014-06-14 13:39:00.000000115",12.8498010635376
"2014-06-14 13:39:00.000000168",5.87158918380737
"2014-06-14 13:39:00.00000031",6.94430255889893
"2014-06-14 13:39:00.000000116",6.8265552520752
"2014-06-14 13:39:00.00000051",5.64514541625977
"2014-06-14 13:39:00.000000193",13.1054773330688
"2014-06-14 13:39:00.000000132",13.5061044692993
"2014-06-14 13:39:00.000000167",25.3382587432861
"2014-06-14 13:39:00.00000044",6.95342063903809
"2014-06-14 13:39:00.000000138",7.72017335891724
"2014-06-14 13:39:00.00000066",16.1467666625977
"2014-06-14 13:39:00.00000063",12.0068483352661
"2014-06-14 13:39:00.000000154",10.8001689910889
"2014-06-14 13:39:00.00000097",14.4448289871216
"2014-06-14 13:39:00.00000067",14.6568164825439
"2014-06-14 13:39:00.000000179",2.48873043060303
"2014-06-14 13:39:00.00000092",11.3242473602295
"2014-06-14 13:39:00.00000029",5.82288360595703
"2014-06-14 13:39:00.000000177",5.72152185440063
